Gene stable ID	Transcript stable ID	Oryza sativa Indica Group protein or transcript stable ID
AT5G64700	AT5G64700.2	BGIOSGA002976-PA
AT5G64700	AT5G64700.1	BGIOSGA002976-PA
AT5G64700	AT5G64700.2	BGIOSGA002974-PA
AT5G64700	AT5G64700.1	BGIOSGA002974-PA
AT5G64700	AT5G64700.2	BGIOSGA025843-PA
AT5G64700	AT5G64700.1	BGIOSGA025843-PA
AT5G64700	AT5G64700.2	BGIOSGA002975-PA
AT5G64700	AT5G64700.1	BGIOSGA002975-PA
AT5G64700	AT5G64700.2	BGIOSGA001454-PA
AT5G64700	AT5G64700.1	BGIOSGA001454-PA
AT1G66380	AT1G66380.1	
AT1G66380	AT1G66380.3	
AT1G66380	AT1G66380.2	
AT1G73650	AT1G73650.5	BGIOSGA013423-PA
AT1G73650	AT1G73650.2	BGIOSGA013423-PA
AT1G73650	AT1G73650.4	BGIOSGA013423-PA
AT1G73650	AT1G73650.1	BGIOSGA013423-PA
AT1G73650	AT1G73650.3	BGIOSGA013423-PA
AT2G41080	AT2G41080.1	BGIOSGA013819-PA
AT4G13263	AT4G13263.1	
AT3G05155	AT3G05155.1	
AT3G05155	AT3G05155.2	
AT5G10970	AT5G10970.1	
AT1G01700	AT1G01700.4	
AT1G01700	AT1G01700.1	
AT1G01700	AT1G01700.3	
AT1G01700	AT1G01700.2	
AT1G01700	AT1G01700.5	
AT3G29635	AT3G29635.1	
AT3G47780	AT3G47780.1	BGIOSGA030589-PA
AT3G47780	AT3G47780.1	BGIOSGA028618-PA
AT5G49330	AT5G49330.1	
AT3G54085	AT3G54085.1	BGIOSGA012557-PA
AT3G54085	AT3G54085.3	BGIOSGA012557-PA
AT3G54085	AT3G54085.2	BGIOSGA012557-PA
AT4G39320	AT4G39320.1	
AT5G21030	AT5G21030.1	BGIOSGA001905-PA
AT5G21030	AT5G21030.2	BGIOSGA001905-PA
AT5G21030	AT5G21030.1	BGIOSGA001906-PA
AT5G21030	AT5G21030.2	BGIOSGA001906-PA
AT5G21030	AT5G21030.1	BGIOSGA015647-PA
AT5G21030	AT5G21030.2	BGIOSGA015647-PA
AT5G53110	AT5G53110.1	BGIOSGA005191-PA
AT5G53110	AT5G53110.1	BGIOSGA005193-PA
AT4G19330	AT4G19330.1	BGIOSGA026373-PA
AT5G03900	AT5G03900.1	
AT5G03900	AT5G03900.2	
AT4G29980	AT4G29980.1	
AT1G22090	AT1G22090.1	
AT3G09590	AT3G09590.1	BGIOSGA017440-PA
AT3G09590	AT3G09590.1	BGIOSGA017441-PA
AT1G60300	AT1G60300.1	
AT1G13740	AT1G13740.1	BGIOSGA012883-PA
AT1G13740	AT1G13740.1	BGIOSGA023939-PA
AT1G13740	AT1G13740.1	BGIOSGA011218-PA
AT3G48610	AT3G48610.1	BGIOSGA002564-PA
AT3G49710	AT3G49710.1	BGIOSGA012942-PA
AT5G41315	AT5G41315.2	BGIOSGA014567-PA
AT5G41315	AT5G41315.3	BGIOSGA014567-PA
AT5G41315	AT5G41315.1	BGIOSGA014567-PA
AT5G41315	AT5G41315.2	BGIOSGA003819-PA
AT5G41315	AT5G41315.3	BGIOSGA003819-PA
AT5G41315	AT5G41315.1	BGIOSGA003819-PA
AT5G41315	AT5G41315.2	BGIOSGA014565-PA
AT5G41315	AT5G41315.3	BGIOSGA014565-PA
AT5G41315	AT5G41315.1	BGIOSGA014565-PA
AT5G41315	AT5G41315.2	BGIOSGA014566-PA
AT5G41315	AT5G41315.3	BGIOSGA014566-PA
AT5G41315	AT5G41315.1	BGIOSGA014566-PA
AT2G42330	AT2G42330.3	BGIOSGA016750-PA
AT2G42330	AT2G42330.1	BGIOSGA016750-PA
AT2G42330	AT2G42330.2	BGIOSGA016750-PA
AT2G42330	AT2G42330.3	BGIOSGA001282-PA
AT2G42330	AT2G42330.1	BGIOSGA001282-PA
AT2G42330	AT2G42330.2	BGIOSGA001282-PA
AT2G42330	AT2G42330.3	BGIOSGA016721-PA
AT2G42330	AT2G42330.1	BGIOSGA016721-PA
AT2G42330	AT2G42330.2	BGIOSGA016721-PA
AT2G42330	AT2G42330.3	BGIOSGA016751-PA
AT2G42330	AT2G42330.1	BGIOSGA016751-PA
AT2G42330	AT2G42330.2	BGIOSGA016751-PA
AT2G42330	AT2G42330.3	BGIOSGA035831-PA
AT2G42330	AT2G42330.1	BGIOSGA035831-PA
AT2G42330	AT2G42330.2	BGIOSGA035831-PA
AT3G02390	AT3G02390.1	
AT3G02390	AT3G02390.2	
AT4G15970	AT4G15970.1	BGIOSGA011529-PA
AT5G50990	AT5G50990.1	
AT5G44230	AT5G44230.2	BGIOSGA023524-PA
AT5G44230	AT5G44230.1	BGIOSGA023524-PA
AT4G34780	AT4G34780.1	
AT5G54855	AT5G54855.1	
AT1G07920	AT1G07920.1	BGIOSGA011971-PA
AT1G07920	AT1G07920.1	BGIOSGA011973-PA
AT1G07920	AT1G07920.1	BGIOSGA011972-PA
AT1G07920	AT1G07920.1	BGIOSGA011974-PA
AT1G73320	AT1G73320.2	
AT1G73320	AT1G73320.1	
AT2G18460	AT2G18460.1	BGIOSGA037396-PA
AT2G18460	AT2G18460.1	BGIOSGA037395-PA
AT3G01090	AT3G01090.1	BGIOSGA017681-PA
AT3G01090	AT3G01090.3	BGIOSGA017681-PA
AT3G01090	AT3G01090.2	BGIOSGA017681-PA
AT3G01090	AT3G01090.1	BGIOSGA012387-PA
AT3G01090	AT3G01090.3	BGIOSGA012387-PA
AT3G01090	AT3G01090.2	BGIOSGA012387-PA
AT3G01090	AT3G01090.1	BGIOSGA028869-PA
AT3G01090	AT3G01090.3	BGIOSGA028869-PA
AT3G01090	AT3G01090.2	BGIOSGA028869-PA
AT5G14310	AT5G14310.1	BGIOSGA000309-PA
AT5G14310	AT5G14310.1	BGIOSGA037224-PA
AT1G55175	AT1G55175.1	
AT1G52230	AT1G52230.1	
AT1G67390	AT1G67390.1	
AT2G13600	AT2G13600.1	BGIOSGA015058-PA
AT3G55890	AT3G55890.1	
AT3G55890	AT3G55890.2	
AT3G55890	AT3G55890.4	
AT3G55890	AT3G55890.3	
AT5G37040	AT5G37040.1	
AT5G13170	AT5G13170.1	BGIOSGA026582-PA
AT5G13170	AT5G13170.1	BGIOSGA029467-PA
AT5G06180	AT5G06180.2	
AT5G06180	AT5G06180.4	
AT5G06180	AT5G06180.3	
AT5G06180	AT5G06180.1	
AT5G35688	AT5G35688.1	
AT5G35688	AT5G35688.2	
AT3G32190	AT3G32190.1	
AT1G49580	AT1G49580.1	BGIOSGA023898-PA
AT1G61090	AT1G61090.1	
AT1G63590	AT1G63590.1	BGIOSGA005562-PA
AT1G63590	AT1G63590.1	BGIOSGA017285-PA
AT1G63590	AT1G63590.1	BGIOSGA001382-PA
AT1G63590	AT1G63590.1	BGIOSGA003447-PA
AT1G63590	AT1G63590.1	BGIOSGA040475-PA
AT1G63590	AT1G63590.1	BGIOSGA032501-PA
AT1G63590	AT1G63590.1	BGIOSGA003448-PA
AT4G10080	AT4G10080.1	
AT5G14900	AT5G14900.1	BGIOSGA012494-PA
AT3G59390	AT3G59390.2	BGIOSGA034172-PA
AT3G59390	AT3G59390.1	BGIOSGA034172-PA
AT1G54530	AT1G54530.1	
AT4G33470	AT4G33470.1	BGIOSGA037104-PA
AT4G14740	AT4G14740.3	
AT4G14740	AT4G14740.2	
AT4G14740	AT4G14740.4	
AT4G14740	AT4G14740.1	
AT3G58340	AT3G58340.1	BGIOSGA025199-PA
AT3G58340	AT3G58340.2	BGIOSGA025199-PA
AT5G64740	AT5G64740.1	
AT5G01030	AT5G01030.2	BGIOSGA011041-PA
AT5G01030	AT5G01030.1	BGIOSGA011041-PA
AT5G01030	AT5G01030.3	BGIOSGA011041-PA
AT1G23037	AT1G23037.1	
AT3G10230	AT3G10230.1	BGIOSGA006982-PA
AT3G10230	AT3G10230.2	BGIOSGA006982-PA
AT1G11320	AT1G11320.1	BGIOSGA023622-PA
AT3G11200	AT3G11200.2	BGIOSGA024567-PA
AT3G11200	AT3G11200.1	BGIOSGA024567-PA
AT3G11200	AT3G11200.2	BGIOSGA009559-PA
AT3G11200	AT3G11200.1	BGIOSGA009559-PA
AT1G11540	AT1G11540.2	BGIOSGA000681-PA
AT1G11540	AT1G11540.1	BGIOSGA000681-PA
AT1G11540	AT1G11540.2	BGIOSGA000680-PA
AT1G11540	AT1G11540.1	BGIOSGA000680-PA
AT4G13350	AT4G13350.2	BGIOSGA007767-PA
AT4G13350	AT4G13350.1	BGIOSGA007767-PA
AT1G54150	AT1G54150.2	BGIOSGA011970-PA
AT1G54150	AT1G54150.1	BGIOSGA011970-PA
AT4G18810	AT4G18810.1	BGIOSGA007846-PA
AT4G18810	AT4G18810.2	BGIOSGA007846-PA
AT5G38810	AT5G38810.1	
AT5G38810	AT5G38810.2	
AT5G63880	AT5G63880.2	BGIOSGA006123-PA
AT5G63880	AT5G63880.1	BGIOSGA006123-PA
AT5G06340	AT5G06340.1	BGIOSGA017388-PA
AT5G47540	AT5G47540.1	BGIOSGA026030-PA
AT3G55010	AT3G55010.1	BGIOSGA009509-PA
AT3G55010	AT3G55010.2	BGIOSGA009509-PA
AT2G03260	AT2G03260.2	
AT2G03260	AT2G03260.1	
AT2G16530	AT2G16530.4	BGIOSGA025736-PA
AT2G16530	AT2G16530.2	BGIOSGA025736-PA
AT2G16530	AT2G16530.1	BGIOSGA025736-PA
AT2G16530	AT2G16530.3	BGIOSGA025736-PA
AT2G16530	AT2G16530.5	BGIOSGA025736-PA
AT2G16530	AT2G16530.4	BGIOSGA016966-PA
AT2G16530	AT2G16530.2	BGIOSGA016966-PA
AT2G16530	AT2G16530.1	BGIOSGA016966-PA
AT2G16530	AT2G16530.3	BGIOSGA016966-PA
AT2G16530	AT2G16530.5	BGIOSGA016966-PA
AT4G14150	AT4G14150.1	BGIOSGA016171-PA
AT4G14150	AT4G14150.1	BGIOSGA008234-PA
AT4G14150	AT4G14150.1	BGIOSGA016174-PA
AT1G27120	AT1G27120.2	BGIOSGA024669-PA
AT1G27120	AT1G27120.1	BGIOSGA024669-PA
AT1G27120	AT1G27120.2	BGIOSGA018527-PA
AT1G27120	AT1G27120.1	BGIOSGA018527-PA
AT1G27120	AT1G27120.2	BGIOSGA009613-PA
AT1G27120	AT1G27120.1	BGIOSGA009613-PA
AT5G18560	AT5G18560.1	BGIOSGA023741-PA
AT3G22436	AT3G22436.1	
AT5G19220	AT5G19220.1	BGIOSGA009855-PA
AT5G53160	AT5G53160.2	BGIOSGA007902-PA
AT5G53160	AT5G53160.1	BGIOSGA007902-PA
AT5G53160	AT5G53160.2	BGIOSGA021119-PA
AT5G53160	AT5G53160.1	BGIOSGA021119-PA
AT5G53160	AT5G53160.2	BGIOSGA021121-PA
AT5G53160	AT5G53160.1	BGIOSGA021121-PA
AT5G53160	AT5G53160.2	BGIOSGA021126-PA
AT5G53160	AT5G53160.1	BGIOSGA021126-PA
AT5G53160	AT5G53160.2	BGIOSGA007903-PA
AT5G53160	AT5G53160.1	BGIOSGA007903-PA
AT5G52300	AT5G52300.2	
AT5G52300	AT5G52300.1	
AT2G42270	AT2G42270.1	BGIOSGA013544-PA
AT2G42270	AT2G42270.1	BGIOSGA007351-PA
AT2G42270	AT2G42270.1	BGIOSGA007348-PA
AT3G55330	AT3G55330.1	BGIOSGA031759-PA
AT3G55330	AT3G55330.1	BGIOSGA027127-PA
AT3G55330	AT3G55330.1	BGIOSGA031757-PA
AT2G26010	AT2G26010.1	
AT2G37600	AT2G37600.2	BGIOSGA000511-PA
AT2G37600	AT2G37600.1	BGIOSGA000511-PA
AT2G37600	AT2G37600.2	BGIOSGA019990-PA
AT2G37600	AT2G37600.1	BGIOSGA019990-PA
AT4G38370	AT4G38370.1	BGIOSGA037954-PA
AT1G54440	AT1G54440.1	BGIOSGA031852-PA
AT1G54440	AT1G54440.4	BGIOSGA031852-PA
AT1G54440	AT1G54440.3	BGIOSGA031852-PA
AT1G54440	AT1G54440.5	BGIOSGA031852-PA
AT1G54440	AT1G54440.2	BGIOSGA031852-PA
AT1G54440	AT1G54440.1	BGIOSGA011896-PA
AT1G54440	AT1G54440.4	BGIOSGA011896-PA
AT1G54440	AT1G54440.3	BGIOSGA011896-PA
AT1G54440	AT1G54440.5	BGIOSGA011896-PA
AT1G54440	AT1G54440.2	BGIOSGA011896-PA
AT5G05650	AT5G05650.1	
AT2G07290	AT2G07290.1	
AT5G19930	AT5G19930.2	BGIOSGA002884-PA
AT5G19930	AT5G19930.1	BGIOSGA002884-PA
AT5G19930	AT5G19930.2	BGIOSGA003609-PA
AT5G19930	AT5G19930.1	BGIOSGA003609-PA
AT4G00710	AT4G00710.2	BGIOSGA017379-PA
AT4G00710	AT4G00710.1	BGIOSGA017379-PA
AT5G57500	AT5G57500.1	BGIOSGA029708-PA
AT5G57500	AT5G57500.1	BGIOSGA017609-PA
AT5G57500	AT5G57500.1	BGIOSGA001501-PA
AT3G09690	AT3G09690.2	BGIOSGA036062-PA
AT3G09690	AT3G09690.1	BGIOSGA036062-PA
AT3G09690	AT3G09690.2	BGIOSGA012381-PA
AT3G09690	AT3G09690.1	BGIOSGA012381-PA
AT3G55500	AT3G55500.1	BGIOSGA009547-PA
AT5G61530	AT5G61530.3	BGIOSGA025715-PA
AT5G61530	AT5G61530.2	BGIOSGA025715-PA
AT5G61530	AT5G61530.4	BGIOSGA025715-PA
AT5G61530	AT5G61530.1	BGIOSGA025715-PA
AT5G61530	AT5G61530.5	BGIOSGA025715-PA
AT5G14400	AT5G14400.3	
AT5G14400	AT5G14400.1	
AT5G14400	AT5G14400.2	
AT5G14400	AT5G14400.4	
AT1G61130	AT1G61130.1	
AT1G23220	AT1G23220.1	BGIOSGA005673-PA
AT1G23220	AT1G23220.1	BGIOSGA014952-PA
AT1G23220	AT1G23220.1	BGIOSGA006180-PA
AT1G16390	AT1G16390.1	BGIOSGA025939-PA
AT1G16390	AT1G16390.1	BGIOSGA025942-PA
AT1G16390	AT1G16390.1	BGIOSGA039011-PA
AT1G16390	AT1G16390.1	BGIOSGA003413-PA
AT1G16390	AT1G16390.1	BGIOSGA024173-PA
AT1G16390	AT1G16390.1	BGIOSGA027625-PA
AT3G05220	AT3G05220.1	BGIOSGA034792-PA
AT3G05220	AT3G05220.2	BGIOSGA034792-PA
AT3G05220	AT3G05220.1	BGIOSGA036982-PA
AT3G05220	AT3G05220.2	BGIOSGA036982-PA
AT1G49620	AT1G49620.3	
AT1G49620	AT1G49620.1	
AT1G49620	AT1G49620.2	
AT2G28640	AT2G28640.1	
AT1G34290	AT1G34290.1	
AT1G20850	AT1G20850.1	BGIOSGA008918-PA
AT1G20850	AT1G20850.1	BGIOSGA019027-PA
AT1G20850	AT1G20850.1	BGIOSGA005264-PA
AT4G22666	AT4G22666.2	
AT4G22666	AT4G22666.1	
AT3G59040	AT3G59040.1	BGIOSGA028125-PA
AT3G59040	AT3G59040.2	BGIOSGA028125-PA
AT5G15600	AT5G15600.2	BGIOSGA033671-PA
AT5G15600	AT5G15600.1	BGIOSGA033671-PA
AT5G15600	AT5G15600.2	BGIOSGA033673-PA
AT5G15600	AT5G15600.1	BGIOSGA033673-PA
AT2G43450	AT2G43450.1	
AT3G46740	AT3G46740.1	
AT5G50240	AT5G50240.3	BGIOSGA029175-PA
AT5G50240	AT5G50240.2	BGIOSGA029175-PA
AT5G50240	AT5G50240.4	BGIOSGA029175-PA
AT5G50240	AT5G50240.1	BGIOSGA029175-PA
AT5G50240	AT5G50240.3	BGIOSGA014864-PA
AT5G50240	AT5G50240.2	BGIOSGA014864-PA
AT5G50240	AT5G50240.4	BGIOSGA014864-PA
AT5G50240	AT5G50240.1	BGIOSGA014864-PA
AT4G29140	AT4G29140.1	BGIOSGA021042-PA
AT5G19360	AT5G19360.1	BGIOSGA034746-PA
AT5G19360	AT5G19360.1	BGIOSGA017808-PA
AT5G19360	AT5G19360.1	BGIOSGA034743-PA
AT5G19360	AT5G19360.1	BGIOSGA004651-PA
AT5G08330	AT5G08330.1	BGIOSGA026548-PA
AT5G08330	AT5G08330.1	BGIOSGA029420-PA
AT5G08330	AT5G08330.1	BGIOSGA016791-PA
AT5G08330	AT5G08330.1	BGIOSGA005319-PA
AT5G08330	AT5G08330.1	BGIOSGA008683-PA
AT2G32340	AT2G32340.2	BGIOSGA017782-PA
AT2G32340	AT2G32340.1	BGIOSGA017782-PA
AT2G41340	AT2G41340.2	BGIOSGA034515-PA
AT2G41340	AT2G41340.3	BGIOSGA034515-PA
AT2G41340	AT2G41340.1	BGIOSGA034515-PA
AT2G41340	AT2G41340.2	BGIOSGA036661-PA
AT2G41340	AT2G41340.3	BGIOSGA036661-PA
AT2G41340	AT2G41340.1	BGIOSGA036661-PA
AT3G02110	AT3G02110.1	
AT2G24255	AT2G24255.1	
AT4G38210	AT4G38210.1	BGIOSGA023282-PA
AT4G00940	AT4G00940.2	BGIOSGA005855-PA
AT4G00940	AT4G00940.3	BGIOSGA005855-PA
AT4G00940	AT4G00940.1	BGIOSGA005855-PA
AT4G00940	AT4G00940.2	BGIOSGA000434-PA
AT4G00940	AT4G00940.3	BGIOSGA000434-PA
AT4G00940	AT4G00940.1	BGIOSGA000434-PA
AT4G00940	AT4G00940.2	BGIOSGA019936-PA
AT4G00940	AT4G00940.3	BGIOSGA019936-PA
AT4G00940	AT4G00940.1	BGIOSGA019936-PA
AT4G00940	AT4G00940.2	BGIOSGA024828-PA
AT4G00940	AT4G00940.3	BGIOSGA024828-PA
AT4G00940	AT4G00940.1	BGIOSGA024828-PA
AT4G00940	AT4G00940.2	BGIOSGA031618-PA
AT4G00940	AT4G00940.3	BGIOSGA031618-PA
AT4G00940	AT4G00940.1	BGIOSGA031618-PA
AT4G00940	AT4G00940.2	BGIOSGA031626-PA
AT4G00940	AT4G00940.3	BGIOSGA031626-PA
AT4G00940	AT4G00940.1	BGIOSGA031626-PA
AT4G00940	AT4G00940.2	BGIOSGA014530-PA
AT4G00940	AT4G00940.3	BGIOSGA014530-PA
AT4G00940	AT4G00940.1	BGIOSGA014530-PA
AT4G00940	AT4G00940.2	BGIOSGA006773-PA
AT4G00940	AT4G00940.3	BGIOSGA006773-PA
AT4G00940	AT4G00940.1	BGIOSGA006773-PA
AT4G00940	AT4G00940.2	BGIOSGA025776-PA
AT4G00940	AT4G00940.3	BGIOSGA025776-PA
AT4G00940	AT4G00940.1	BGIOSGA025776-PA
AT1G12120	AT1G12120.1	
AT3G52040	AT3G52040.1	BGIOSGA001913-PA
AT1G50325	AT1G50325.1	
AT4G27590	AT4G27590.2	BGIOSGA014495-PA
AT4G27590	AT4G27590.1	BGIOSGA014495-PA
AT4G27590	AT4G27590.2	BGIOSGA014496-PA
AT4G27590	AT4G27590.1	BGIOSGA014496-PA
AT5G45150	AT5G45150.3	
AT5G45150	AT5G45150.1	
AT5G45150	AT5G45150.2	
AT1G80525	AT1G80525.1	
ATMG00810	ATMG00810.1	
AT3G26630	AT3G26630.1	
AT5G45115	AT5G45115.1	
AT5G45115	AT5G45115.2	
ATMG01400	ATMG01400.1	
AT5G18037	AT5G18037.1	
AT3G14040	AT3G14040.1	
AT3G06680	AT3G06680.3	BGIOSGA018220-PA
AT3G06680	AT3G06680.2	BGIOSGA018220-PA
AT3G06680	AT3G06680.1	BGIOSGA018220-PA
AT3G06680	AT3G06680.3	BGIOSGA001808-PA
AT3G06680	AT3G06680.2	BGIOSGA001808-PA
AT3G06680	AT3G06680.1	BGIOSGA001808-PA
AT4G18950	AT4G18950.1	
AT4G18950	AT4G18950.2	
AT2G25840	AT2G25840.4	BGIOSGA000846-PA
AT2G25840	AT2G25840.2	BGIOSGA000846-PA
AT2G25840	AT2G25840.3	BGIOSGA000846-PA
AT2G25840	AT2G25840.1	BGIOSGA000846-PA
AT3G43600	AT3G43600.1	BGIOSGA009636-PA
AT3G43600	AT3G43600.1	BGIOSGA009637-PA
AT5G14150	AT5G14150.1	
AT5G14150	AT5G14150.2	
AT1G22440	AT1G22440.1	BGIOSGA023892-PA
AT1G22440	AT1G22440.1	BGIOSGA011309-PA
AT1G22440	AT1G22440.1	BGIOSGA023891-PA
AT1G22440	AT1G22440.1	BGIOSGA011308-PA
AT2G25240	AT2G25240.1	BGIOSGA013115-PA
AT2G25240	AT2G25240.1	BGIOSGA013113-PA
AT2G25240	AT2G25240.1	BGIOSGA013118-PA
AT2G25240	AT2G25240.1	BGIOSGA013114-PA
AT3G51440	AT3G51440.1	BGIOSGA033388-PA
AT1G48660	AT1G48660.1	
AT1G48660	AT1G48660.2	
AT2G34224	AT2G34224.2	
AT2G34224	AT2G34224.1	
AT3G17710	AT3G17710.1	
AT1G71360	AT1G71360.2	BGIOSGA000399-PA
AT1G71360	AT1G71360.1	BGIOSGA000399-PA
AT5G40370	AT5G40370.2	BGIOSGA016737-PA
AT5G40370	AT5G40370.1	BGIOSGA016737-PA
AT4G04850	AT4G04850.2	BGIOSGA035824-PA
AT4G04850	AT4G04850.1	BGIOSGA035824-PA
AT3G43160	AT3G43160.1	
AT3G50123	AT3G50123.1	
AT1G01530	AT1G01530.1	
AT2G32880	AT2G32880.2	
AT2G32880	AT2G32880.1	
AT3G15440	AT3G15440.1	
AT3G62580	AT3G62580.1	
AT1G76340	AT1G76340.1	BGIOSGA011214-PA
AT1G76340	AT1G76340.1	BGIOSGA007562-PA
AT1G76340	AT1G76340.1	BGIOSGA007563-PA
AT5G64340	AT5G64340.1	
AT1G26100	AT1G26100.1	
AT5G48700	AT5G48700.1	
AT4G15150	AT4G15150.1	
AT3G56940	AT3G56940.1	BGIOSGA003260-PA
AT3G56940	AT3G56940.2	BGIOSGA003260-PA
AT5G53220	AT5G53220.7	
AT5G53220	AT5G53220.1	
AT5G53220	AT5G53220.6	
AT5G53220	AT5G53220.4	
AT5G53220	AT5G53220.2	
AT5G53220	AT5G53220.3	
AT5G53220	AT5G53220.5	
AT3G15680	AT3G15680.1	BGIOSGA021962-PA
AT3G15680	AT3G15680.2	BGIOSGA021962-PA
AT3G15680	AT3G15680.1	BGIOSGA006914-PA
AT3G15680	AT3G15680.2	BGIOSGA006914-PA
AT3G15680	AT3G15680.1	BGIOSGA003750-PA
AT3G15680	AT3G15680.2	BGIOSGA003750-PA
AT4G00040	AT4G00040.1	BGIOSGA033154-PA
AT5G25200	AT5G25200.1	
AT4G30640	AT4G30640.1	BGIOSGA027319-PA
AT4G30640	AT4G30640.1	BGIOSGA027315-PA
AT4G16451	AT4G16451.1	
AT2G47640	AT2G47640.4	BGIOSGA018318-PA
AT2G47640	AT2G47640.1	BGIOSGA018318-PA
AT2G47640	AT2G47640.2	BGIOSGA018318-PA
AT2G47640	AT2G47640.3	BGIOSGA018318-PA
AT2G47640	AT2G47640.4	BGIOSGA000043-PA
AT2G47640	AT2G47640.1	BGIOSGA000043-PA
AT2G47640	AT2G47640.2	BGIOSGA000043-PA
AT2G47640	AT2G47640.3	BGIOSGA000043-PA
AT2G31335	AT2G31335.1	
AT3G17330	AT3G17330.3	BGIOSGA012502-PA
AT3G17330	AT3G17330.2	BGIOSGA012502-PA
AT3G17330	AT3G17330.1	BGIOSGA012502-PA
AT1G19700	AT1G19700.2	BGIOSGA035766-PA
AT1G19700	AT1G19700.4	BGIOSGA035766-PA
AT1G19700	AT1G19700.5	BGIOSGA035766-PA
AT1G19700	AT1G19700.3	BGIOSGA035766-PA
AT1G19700	AT1G19700.1	BGIOSGA035766-PA
AT1G19700	AT1G19700.2	BGIOSGA011390-PA
AT1G19700	AT1G19700.4	BGIOSGA011390-PA
AT1G19700	AT1G19700.5	BGIOSGA011390-PA
AT1G19700	AT1G19700.3	BGIOSGA011390-PA
AT1G19700	AT1G19700.1	BGIOSGA011390-PA
AT1G19700	AT1G19700.2	BGIOSGA010051-PA
AT1G19700	AT1G19700.4	BGIOSGA010051-PA
AT1G19700	AT1G19700.5	BGIOSGA010051-PA
AT1G19700	AT1G19700.3	BGIOSGA010051-PA
AT1G19700	AT1G19700.1	BGIOSGA010051-PA
AT1G05770	AT1G05770.1	
AT1G07490	AT1G07490.1	
AT1G06030	AT1G06030.1	BGIOSGA000339-PA
ATCG01000	ATCG01000.1	
AT4G02655	AT4G02655.2	
AT4G02655	AT4G02655.1	
AT1G55260	AT1G55260.2	
AT1G55260	AT1G55260.1	
AT5G17030	AT5G17030.1	
AT4G22140	AT4G22140.3	
AT4G22140	AT4G22140.2	
AT4G22140	AT4G22140.1	
AT5G14340	AT5G14340.1	
AT5G14340	AT5G14340.2	
AT1G05030	AT1G05030.2	BGIOSGA030707-PA
AT1G05030	AT1G05030.1	BGIOSGA030707-PA
AT1G05030	AT1G05030.2	BGIOSGA030884-PA
AT1G05030	AT1G05030.1	BGIOSGA030884-PA
AT5G49040	AT5G49040.1	BGIOSGA035233-PA
AT5G49040	AT5G49040.1	BGIOSGA037083-PA
AT5G49040	AT5G49040.1	BGIOSGA034398-PA
AT5G49040	AT5G49040.1	BGIOSGA034397-PA
AT5G08080	AT5G08080.2	BGIOSGA030294-PA
AT5G08080	AT5G08080.5	BGIOSGA030294-PA
AT5G08080	AT5G08080.3	BGIOSGA030294-PA
AT5G08080	AT5G08080.4	BGIOSGA030294-PA
AT5G08080	AT5G08080.1	BGIOSGA030294-PA
AT5G08080	AT5G08080.2	BGIOSGA024766-PA
AT5G08080	AT5G08080.5	BGIOSGA024766-PA
AT5G08080	AT5G08080.3	BGIOSGA024766-PA
AT5G08080	AT5G08080.4	BGIOSGA024766-PA
AT5G08080	AT5G08080.1	BGIOSGA024766-PA
AT1G68680	AT1G68680.1	BGIOSGA019263-PA
AT1G80120	AT1G80120.1	BGIOSGA020161-PA
AT1G80120	AT1G80120.1	BGIOSGA000741-PA
AT3G50350	AT3G50350.1	BGIOSGA009107-PA
AT3G50350	AT3G50350.2	BGIOSGA009107-PA
AT2G06983	AT2G06983.2	
AT2G06983	AT2G06983.1	
AT4G02430	AT4G02430.3	BGIOSGA023731-PA
AT4G02430	AT4G02430.1	BGIOSGA023731-PA
AT4G02430	AT4G02430.2	BGIOSGA023731-PA
AT4G02430	AT4G02430.4	BGIOSGA023731-PA
AT4G02430	AT4G02430.3	BGIOSGA003370-PA
AT4G02430	AT4G02430.1	BGIOSGA003370-PA
AT4G02430	AT4G02430.2	BGIOSGA003370-PA
AT4G02430	AT4G02430.4	BGIOSGA003370-PA
AT3G44850	AT3G44850.1	BGIOSGA013557-PA
AT5G26620	AT5G26620.1	
AT5G44610	AT5G44610.3	
AT5G44610	AT5G44610.1	
AT5G44610	AT5G44610.2	
AT4G17210	AT4G17210.1	
AT2G07110	AT2G07110.1	
AT4G31910	AT4G31910.1	
AT1G02400	AT1G02400.1	
AT1G02400	AT1G02400.2	
AT4G02590	AT4G02590.1	BGIOSGA025266-PA
AT4G02590	AT4G02590.3	BGIOSGA025266-PA
AT4G02590	AT4G02590.2	BGIOSGA025266-PA
AT4G02590	AT4G02590.1	BGIOSGA013729-PA
AT4G02590	AT4G02590.3	BGIOSGA013729-PA
AT4G02590	AT4G02590.2	BGIOSGA013729-PA
AT2G34930	AT2G34930.1	
AT4G01880	AT4G01880.1	BGIOSGA013881-PA
AT4G01880	AT4G01880.3	BGIOSGA013881-PA
AT4G01880	AT4G01880.2	BGIOSGA013881-PA
AT2G40960	AT2G40960.2	BGIOSGA019866-PA
AT2G40960	AT2G40960.1	BGIOSGA019866-PA
AT3G56040	AT3G56040.1	BGIOSGA020017-PA
AT1G24000	AT1G24000.1	BGIOSGA016576-PA
AT4G26140	AT4G26140.6	BGIOSGA006862-PA
AT4G26140	AT4G26140.5	BGIOSGA006862-PA
AT4G26140	AT4G26140.1	BGIOSGA006862-PA
AT4G26140	AT4G26140.2	BGIOSGA006862-PA
