Gene stable ID	Transcript stable ID	Medicago truncatula protein or transcript stable ID
AT2G23530	AT2G23530.1	AES94795
AT5G42340	AT5G42340.1	AES80237
AT2G46300	AT2G46300.1	AES82752
AT3G61690	AT3G61690.1	KEH18677
AT3G61690	AT3G61690.3	KEH18677
AT3G61690	AT3G61690.2	KEH18677
AT4G27190	AT4G27190.1	KEH39710
AT4G27190	AT4G27190.1	AES81098
AT3G14490	AT3G14490.1	
AT1G77360	AT1G77360.2	KEH35335
AT1G77360	AT1G77360.1	KEH35335
AT2G31350	AT2G31350.1	AES67784
AT2G31350	AT2G31350.2	AES67784
AT2G31350	AT2G31350.3	AES67784
AT2G31350	AT2G31350.1	KEH30349
AT2G31350	AT2G31350.2	KEH30349
AT2G31350	AT2G31350.3	KEH30349
AT3G05490	AT3G05490.1	
AT1G54120	AT1G54120.1	KEH18481
AT3G05365	AT3G05365.4	
AT3G05365	AT3G05365.1	
AT3G05365	AT3G05365.3	
AT3G05365	AT3G05365.2	
AT3G20155	AT3G20155.1	
AT2G25810	AT2G25810.1	AES58629
AT2G25810	AT2G25810.1	AES58620
AT5G41440	AT5G41440.1	
AT1G08910	AT1G08910.1	AES94009
AT3G03990	AT3G03990.1	AES59337
AT3G18320	AT3G18320.1	
AT1G49010	AT1G49010.1	KEH32088
AT1G71880	AT1G71880.1	KEH43584
AT4G30320	AT4G30320.1	AES92366
AT3G11780	AT3G11780.2	KEH41865
AT3G11780	AT3G11780.1	KEH41865
AT3G11780	AT3G11780.2	KEH41864
AT3G11780	AT3G11780.1	KEH41864
AT2G03600	AT2G03600.4	AES97114
AT2G03600	AT2G03600.5	AES97114
AT2G03600	AT2G03600.3	AES97114
AT2G03600	AT2G03600.1	AES97114
AT2G03600	AT2G03600.2	AES97114
AT2G03600	AT2G03600.6	AES97114
AT2G03600	AT2G03600.4	KEH27868
AT2G03600	AT2G03600.5	KEH27868
AT2G03600	AT2G03600.3	KEH27868
AT2G03600	AT2G03600.1	KEH27868
AT2G03600	AT2G03600.2	KEH27868
AT2G03600	AT2G03600.6	KEH27868
AT2G03600	AT2G03600.4	AES97054
AT2G03600	AT2G03600.5	AES97054
AT2G03600	AT2G03600.3	AES97054
AT2G03600	AT2G03600.1	AES97054
AT2G03600	AT2G03600.2	AES97054
AT2G03600	AT2G03600.6	AES97054
AT3G11690	AT3G11690.1	KEH41815
AT3G11690	AT3G11690.1	KEH24288
AT5G14580	AT5G14580.1	AES74396
AT4G33000	AT4G33000.6	AES59272
AT4G33000	AT4G33000.3	AES59272
AT4G33000	AT4G33000.2	AES59272
AT4G33000	AT4G33000.5	AES59272
AT4G33000	AT4G33000.4	AES59272
AT4G33000	AT4G33000.1	AES59272
AT3G43230	AT3G43230.1	AES92139
AT3G43230	AT3G43230.1	KEH37668
AT5G03380	AT5G03380.2	KEH17134
AT5G03380	AT5G03380.1	KEH17134
AT5G03380	AT5G03380.2	KEH24030
AT5G03380	AT5G03380.1	KEH24030
AT5G03380	AT5G03380.2	KEH42191
AT5G03380	AT5G03380.1	KEH42191
AT1G22500	AT1G22500.1	AES98154
AT1G22500	AT1G22500.1	AES73103
AT1G22500	AT1G22500.1	AES98153
AT5G04600	AT5G04600.1	AES62793
AT5G04600	AT5G04600.1	AES92243
AT1G13930	AT1G13930.2	AES89978
AT1G13930	AT1G13930.1	AES89978
AT1G13930	AT1G13930.3	AES89978
AT1G13930	AT1G13930.2	AES89975
AT1G13930	AT1G13930.1	AES89975
AT1G13930	AT1G13930.3	AES89975
AT1G16540	AT1G16540.2	AES87597
AT1G16540	AT1G16540.1	AES87597
AT1G16540	AT1G16540.3	AES87597
AT3G10974	AT3G10974.1	
AT5G63200	AT5G63200.2	KEH34992
AT5G63200	AT5G63200.1	KEH34992
AT5G66660	AT5G66660.1	AES94879
AT5G66660	AT5G66660.1	AET03967
AT5G25980	AT5G25980.1	
AT5G25980	AT5G25980.2	
AT5G25980	AT5G25980.3	
AT1G21323	AT1G21323.1	
AT5G47310	AT5G47310.1	AES90864
AT4G02770	AT4G02770.1	AES62659
AT4G02770	AT4G02770.1	AES93664
AT5G40190	AT5G40190.1	KEH24898
AT5G36210	AT5G36210.1	AES70316
AT3G25260	AT3G25260.1	AES78973
AT3G25260	AT3G25260.1	AES79019
AT3G25260	AT3G25260.1	AES78978
AT5G51740	AT5G51740.3	AES75899
AT5G51740	AT5G51740.2	AES75899
AT5G51740	AT5G51740.1	AES75899
AT5G51740	AT5G51740.3	KEH26506
AT5G51740	AT5G51740.2	KEH26506
AT5G51740	AT5G51740.1	KEH26506
AT5G51740	AT5G51740.3	KEH32833
AT5G51740	AT5G51740.2	KEH32833
AT5G51740	AT5G51740.1	KEH32833
AT5G51740	AT5G51740.3	AES74487
AT5G51740	AT5G51740.2	AES74487
AT5G51740	AT5G51740.1	AES74487
AT5G51740	AT5G51740.3	KEH40485
AT5G51740	AT5G51740.2	KEH40485
AT5G51740	AT5G51740.1	KEH40485
AT5G51740	AT5G51740.3	AES59143
AT5G51740	AT5G51740.2	AES59143
AT5G51740	AT5G51740.1	AES59143
AT5G51740	AT5G51740.3	KEH26920
AT5G51740	AT5G51740.2	KEH26920
AT5G51740	AT5G51740.1	KEH26920
AT3G53180	AT3G53180.1	KEH42141
AT3G53180	AT3G53180.1	KEH42144
AT3G53180	AT3G53180.1	AES69848
AT3G53180	AT3G53180.1	KEH42128
AT3G53180	AT3G53180.1	KEH42130
AT3G53180	AT3G53180.1	KEH42148
AT3G53180	AT3G53180.1	KEH15956
AT3G53180	AT3G53180.1	AES69844
AT1G22160	AT1G22160.1	KEH34885
AT2G33300	AT2G33300.1	
AT1G51950	AT1G51950.1	
AT1G31440	AT1G31440.1	KEH27663
AT2G31400	AT2G31400.2	AES77818
AT2G31400	AT2G31400.1	AES77818
AT2G31400	AT2G31400.2	AES77814
AT2G31400	AT2G31400.1	AES77814
AT2G31400	AT2G31400.2	KEH21773
AT2G31400	AT2G31400.1	KEH21773
AT5G05570	AT5G05570.2	AES99613
AT5G05570	AT5G05570.1	AES99613
AT1G74850	AT1G74850.1	KEH31873
AT2G29430	AT2G29430.1	
AT3G53520	AT3G53520.3	KEH42335
AT3G53520	AT3G53520.1	KEH42335
AT3G53520	AT3G53520.4	KEH42335
AT3G53520	AT3G53520.2	KEH42335
AT2G03160	AT2G03160.1	KEH23718
AT3G15430	AT3G15430.1	KEH38764
AT3G15430	AT3G15430.5	KEH38764
AT3G15430	AT3G15430.3	KEH38764
AT3G15430	AT3G15430.2	KEH38764
AT3G15430	AT3G15430.4	KEH38764
AT3G15430	AT3G15430.6	KEH38764
AT1G44191	AT1G44191.1	
AT1G23710	AT1G23710.1	AES96184
AT1G23710	AT1G23710.1	KEH20015
AT3G61490	AT3G61490.1	KEH21119
AT3G61490	AT3G61490.3	KEH21119
AT3G61490	AT3G61490.4	KEH21119
AT3G61490	AT3G61490.5	KEH21119
AT3G61490	AT3G61490.2	KEH21119
AT3G61490	AT3G61490.1	KEH18815
AT3G61490	AT3G61490.3	KEH18815
AT3G61490	AT3G61490.4	KEH18815
AT3G61490	AT3G61490.5	KEH18815
AT3G61490	AT3G61490.2	KEH18815
AT3G61490	AT3G61490.1	AES80266
AT3G61490	AT3G61490.3	AES80266
AT3G61490	AT3G61490.4	AES80266
AT3G61490	AT3G61490.5	AES80266
AT3G61490	AT3G61490.2	AES80266
AT2G22055	AT2G22055.1	
AT5G64750	AT5G64750.1	AES72765
AT5G64750	AT5G64750.1	AET04637
AT4G36670	AT4G36670.1	AES98982
AT4G36670	AT4G36670.1	AES94926
AT4G36670	AT4G36670.1	AET03950
AT1G53520	AT1G53520.1	KEH38484
AT4G04695	AT4G04695.1	AES92624
AT4G04695	AT4G04695.1	AES92622
AT1G32150	AT1G32150.1	AES95732
AT1G32150	AT1G32150.1	KEH20260
AT2G04270	AT2G04270.9	AES98508
AT2G04270	AT2G04270.6	AES98508
AT2G04270	AT2G04270.5	AES98508
AT2G04270	AT2G04270.1	AES98508
AT2G04270	AT2G04270.2	AES98508
AT2G04270	AT2G04270.8	AES98508
AT2G04270	AT2G04270.4	AES98508
AT2G04270	AT2G04270.7	AES98508
AT2G04270	AT2G04270.3	AES98508
AT3G42560	AT3G42560.1	
AT3G14150	AT3G14150.6	
AT3G14150	AT3G14150.3	
AT3G14150	AT3G14150.5	
AT3G14150	AT3G14150.7	
AT3G14150	AT3G14150.1	
AT3G14150	AT3G14150.2	
AT3G14150	AT3G14150.4	
AT5G45750	AT5G45750.1	KEH38617
AT4G27980	AT4G27980.1	KEH41511
AT4G27980	AT4G27980.3	KEH41511
AT4G27980	AT4G27980.2	KEH41511
AT3G11330	AT3G11330.1	KEH31784
AT3G11330	AT3G11330.1	AES71439
AT4G00310	AT4G00310.1	KEH18835
AT4G00310	AT4G00310.2	KEH18835
AT4G00310	AT4G00310.1	AES68839
AT4G00310	AT4G00310.2	AES68839
AT4G00310	AT4G00310.1	KEH18836
AT4G00310	AT4G00310.2	KEH18836
AT4G00310	AT4G00310.1	KEH18834
AT4G00310	AT4G00310.2	KEH18834
AT3G24640	AT3G24640.1	
AT5G18820	AT5G18820.3	AES90089
AT5G18820	AT5G18820.1	AES90089
AT5G18820	AT5G18820.2	AES90089
AT2G23987	AT2G23987.1	
AT5G04040	AT5G04040.1	KEH26946
AT5G04040	AT5G04040.2	KEH26946
AT5G04040	AT5G04040.1	AES81274
AT5G04040	AT5G04040.2	AES81274
AT5G04040	AT5G04040.1	AES61676
AT5G04040	AT5G04040.2	AES61676
AT4G27920	AT4G27920.1	KEH40405
AT4G27920	AT4G27920.1	AES72456
AT1G12740	AT1G12740.3	AES94098
AT1G12740	AT1G12740.1	AES94098
AT1G12740	AT1G12740.2	AES94098
AT1G12740	AT1G12740.4	AES94098
AT3G57680	AT3G57680.1	KEH41544
AT3G57680	AT3G57680.2	KEH41544
AT3G57680	AT3G57680.3	KEH41544
AT4G31170	AT4G31170.8	KEH21300
AT4G31170	AT4G31170.4	KEH21300
AT4G31170	AT4G31170.10	KEH21300
AT4G31170	AT4G31170.3	KEH21300
AT4G31170	AT4G31170.9	KEH21300
AT4G31170	AT4G31170.2	KEH21300
AT4G31170	AT4G31170.1	KEH21300
AT4G31170	AT4G31170.5	KEH21300
AT4G31170	AT4G31170.6	KEH21300
AT4G31170	AT4G31170.7	KEH21300
AT4G31170	AT4G31170.8	AES69744
AT4G31170	AT4G31170.4	AES69744
AT4G31170	AT4G31170.10	AES69744
AT4G31170	AT4G31170.3	AES69744
AT4G31170	AT4G31170.9	AES69744
AT4G31170	AT4G31170.2	AES69744
AT4G31170	AT4G31170.1	AES69744
AT4G31170	AT4G31170.5	AES69744
AT4G31170	AT4G31170.6	AES69744
AT4G31170	AT4G31170.7	AES69744
AT2G04060	AT2G04060.1	AES65582
AT5G41630	AT5G41630.1	KEH25402
AT2G20465	AT2G20465.1	
AT5G53900	AT5G53900.1	KEH38690
AT5G53900	AT5G53900.3	KEH38690
AT5G53900	AT5G53900.2	KEH38690
AT4G09984	AT4G09984.1	
AT2G39830	AT2G39830.4	AES71043
AT2G39830	AT2G39830.3	AES71043
AT2G39830	AT2G39830.1	AES71043
AT2G39830	AT2G39830.2	AES71043
AT2G39830	AT2G39830.4	AES99465
AT2G39830	AT2G39830.3	AES99465
AT2G39830	AT2G39830.1	AES99465
AT2G39830	AT2G39830.2	AES99465
AT5G18890	AT5G18890.1	AES58676
AT5G18890	AT5G18890.1	AES64298
AT5G18890	AT5G18890.1	AES91756
AT5G18890	AT5G18890.1	AES91758
AT5G18890	AT5G18890.1	AES64299
AT2G14620	AT2G14620.2	KEH43977
AT2G14620	AT2G14620.3	KEH43977
AT2G14620	AT2G14620.1	KEH43977
AT4G19660	AT4G19660.1	AES64715
AT4G19660	AT4G19660.2	AES64715
AT4G11385	AT4G11385.1	
AT5G27395	AT5G27395.2	AES61309
AT5G27395	AT5G27395.1	AES61309
AT5G09230	AT5G09230.6	AES72910
AT5G09230	AT5G09230.3	AES72910
AT5G09230	AT5G09230.1	AES72910
AT5G09230	AT5G09230.4	AES72910
AT5G09230	AT5G09230.5	AES72910
AT5G09230	AT5G09230.7	AES72910
AT5G09230	AT5G09230.2	AES72910
AT2G26350	AT2G26350.4	AES59180
AT2G26350	AT2G26350.1	AES59180
AT2G26350	AT2G26350.3	AES59180
AT2G26350	AT2G26350.2	AES59180
AT2G26350	AT2G26350.5	AES59180
AT2G11205	AT2G11205.1	
AT4G22950	AT4G22950.1	
AT4G22950	AT4G22950.2	
AT4G22950	AT4G22950.3	
AT1G12080	AT1G12080.2	
AT1G12080	AT1G12080.1	
AT3G12000	AT3G12000.1	KEH31158
AT3G12000	AT3G12000.1	AES89915
AT3G12000	AT3G12000.1	KEH40699
AT4G12250	AT4G12250.1	AES94209
AT4G12250	AT4G12250.1	KEH31675
AT1G14220	AT1G14220.1	KEH27820
AT1G14220	AT1G14220.1	AES96758
AT1G14220	AT1G14220.1	AES96755
AT1G14220	AT1G14220.1	AES96753
AT3G04100	AT3G04100.1	
AT3G05070	AT3G05070.1	KEH42882
AT1G47470	AT1G47470.1	
AT2G35950	AT2G35950.1	
AT2G35950	AT2G35950.2	
AT5G61420	AT5G61420.1	AES96833
AT5G61420	AT5G61420.2	AES96833
AT5G48960	AT5G48960.1	AES92077
AT4G05530	AT4G05530.1	AES92693
AT1G06620	AT1G06620.1	AET01270
AT1G06620	AT1G06620.2	AET01270
AT1G06620	AT1G06620.1	AES60332
AT1G06620	AT1G06620.2	AES60332
AT1G06620	AT1G06620.1	AES66425
AT1G06620	AT1G06620.2	AES66425
AT1G06620	AT1G06620.1	KEH41140
AT1G06620	AT1G06620.2	KEH41140
AT1G06620	AT1G06620.1	AES66420
AT1G06620	AT1G06620.2	AES66420
AT1G06620	AT1G06620.1	AES66436
AT1G06620	AT1G06620.2	AES66436
AT1G06620	AT1G06620.1	AES60333
AT1G06620	AT1G06620.2	AES60333
AT1G06620	AT1G06620.1	AET01271
AT1G06620	AT1G06620.2	AET01271
AT1G06620	AT1G06620.1	KEH41138
AT1G06620	AT1G06620.2	KEH41138
AT1G06620	AT1G06620.1	AET01267
AT1G06620	AT1G06620.2	AET01267
AT1G06620	AT1G06620.1	AET01263
AT1G06620	AT1G06620.2	AET01263
AT1G06620	AT1G06620.1	AES66427
AT1G06620	AT1G06620.2	AES66427
AT1G06620	AT1G06620.1	AES60336
AT1G06620	AT1G06620.2	AES60336
AT3G44760	AT3G44760.1	
AT5G05380	AT5G05380.3	AES99672
AT5G05380	AT5G05380.1	AES99672
AT5G05380	AT5G05380.4	AES99672
AT5G05380	AT5G05380.2	AES99672
AT1G12100	AT1G12100.1	AES64545
AT1G12100	AT1G12100.1	AES64544
AT5G38970	AT5G38970.4	KEH25142
AT5G38970	AT5G38970.2	KEH25142
AT5G38970	AT5G38970.3	KEH25142
AT5G38970	AT5G38970.1	KEH25142
AT5G38970	AT5G38970.4	AES68356
AT5G38970	AT5G38970.2	AES68356
AT5G38970	AT5G38970.3	AES68356
AT5G38970	AT5G38970.1	AES68356
AT5G38970	AT5G38970.4	KEH21756
AT5G38970	AT5G38970.2	KEH21756
AT5G38970	AT5G38970.3	KEH21756
AT5G38970	AT5G38970.1	KEH21756
AT2G31150	AT2G31150.1	KEH42517
AT3G26040	AT3G26040.1	
AT5G46040	AT5G46040.1	KEH41113
AT5G46040	AT5G46040.1	AES61055
AT5G46040	AT5G46040.1	AES60213
AT5G46040	AT5G46040.1	KEH41109
AT5G46040	AT5G46040.1	KEH41112
AT5G46040	AT5G46040.1	KEH41111
AT5G17310	AT5G17310.4	AES70881
AT5G17310	AT5G17310.1	AES70881
AT5G17310	AT5G17310.6	AES70881
AT5G17310	AT5G17310.3	AES70881
AT5G17310	AT5G17310.5	AES70881
AT5G17310	AT5G17310.2	AES70881
AT5G17310	AT5G17310.4	AES70882
AT5G17310	AT5G17310.1	AES70882
AT5G17310	AT5G17310.6	AES70882
AT5G17310	AT5G17310.3	AES70882
AT5G17310	AT5G17310.5	AES70882
AT5G17310	AT5G17310.2	AES70882
AT5G17310	AT5G17310.4	AES99139
AT5G17310	AT5G17310.1	AES99139
AT5G17310	AT5G17310.6	AES99139
AT5G17310	AT5G17310.3	AES99139
AT5G17310	AT5G17310.5	AES99139
AT5G17310	AT5G17310.2	AES99139
AT4G10820	AT4G10820.1	
AT1G69690	AT1G69690.1	AES96649
AT5G02350	AT5G02350.1	
AT3G53940	AT3G53940.2	AES79368
AT3G53940	AT3G53940.1	AES79368
AT2G42455	AT2G42455.1	
AT5G04200	AT5G04200.1	KEH23557
AT4G25430	AT4G25430.1	AES76946
AT4G25430	AT4G25430.1	AES62599
AT4G30130	AT4G30130.1	KEH37419
AT4G30130	AT4G30130.3	KEH37419
AT4G30130	AT4G30130.2	KEH37419
AT4G30130	AT4G30130.4	KEH37419
AT4G30130	AT4G30130.1	AES92268
AT4G30130	AT4G30130.3	AES92268
AT4G30130	AT4G30130.2	AES92268
AT4G30130	AT4G30130.4	AES92268
AT3G13680	AT3G13680.1	
AT3G46850	AT3G46850.1	
AT5G24380	AT5G24380.1	KEH16132
AT5G24380	AT5G24380.1	AES58720
AT5G24380	AT5G24380.1	KEH16135
AT5G24380	AT5G24380.1	KEH15246
AT5G24380	AT5G24380.1	AES58717
AT5G24380	AT5G24380.1	AES72566
AT3G32090	AT3G32090.1	AES86442
AT3G32090	AT3G32090.1	KEH39639
AT5G32460	AT5G32460.1	
AT1G67210	AT1G67210.3	KEH25294
AT1G67210	AT1G67210.2	KEH25294
AT1G67210	AT1G67210.1	KEH25294
AT1G74630	AT1G74630.2	KEH31932
AT1G74630	AT1G74630.1	KEH31932
AT1G74630	AT1G74630.2	KEH15847
AT1G74630	AT1G74630.1	KEH15847
AT3G02200	AT3G02200.1	KEH23630
AT3G02200	AT3G02200.2	KEH23630
AT3G02200	AT3G02200.1	KEH25071
AT3G02200	AT3G02200.2	KEH25071
AT5G66180	AT5G66180.3	AET03766
AT5G66180	AT5G66180.1	AET03766
AT5G66180	AT5G66180.2	AET03766
AT5G63370	AT5G63370.1	
AT5G63370	AT5G63370.3	
AT5G63370	AT5G63370.6	
AT5G63370	AT5G63370.9	
AT5G63370	AT5G63370.2	
AT5G63370	AT5G63370.10	
AT5G63370	AT5G63370.5	
AT5G63370	AT5G63370.4	
AT5G63370	AT5G63370.8	
AT5G63370	AT5G63370.7	
AT3G13782	AT3G13782.1	
AT3G13782	AT3G13782.2	
AT1G16950	AT1G16950.1	
AT1G65740	AT1G65740.1	KEH34543
AT5G23110	AT5G23110.1	KEH40905
AT3G06300	AT3G06300.1	AES64304
AT3G06300	AT3G06300.1	AES91755
AT1G09180	AT1G09180.1	AES65040
AT1G09180	AT1G09180.1	AES91949
AT5G54095	AT5G54095.1	
AT5G54095	AT5G54095.2	
AT3G01280	AT3G01280.1	KEH24972
AT3G01280	AT3G01280.1	AES77327
AT5G59660	AT5G59660.1	KEH18260
AT5G59660	AT5G59660.2	KEH18260
AT5G59660	AT5G59660.3	KEH18260
AT5G59660	AT5G59660.1	KEH18262
AT5G59660	AT5G59660.2	KEH18262
AT5G59660	AT5G59660.3	KEH18262
AT1G70120	AT1G70120.1	
AT4G22360	AT4G22360.1	AES70443
AT1G30650	AT1G30650.1	
AT5G37550	AT5G37550.1	AES99220
AT5G37550	AT5G37550.1	AES70949
AT5G44770	AT5G44770.1	
AT2G30280	AT2G30280.1	AET03129
AT2G30280	AT2G30280.1	KEH22146
AT2G30280	AT2G30280.1	KEH22150
AT4G14990	AT4G14990.1	
AT4G14990	AT4G14990.2	
AT1G73880	AT1G73880.1	AES65944
AT3G45160	AT3G45160.1	
AT3G06970	AT3G06970.1	
AT3G14720	AT3G14720.3	KEH38511
AT3G14720	AT3G14720.2	KEH38511
AT3G14720	AT3G14720.1	KEH38511
AT3G14720	AT3G14720.3	KEH19471
AT3G14720	AT3G14720.2	KEH19471
AT3G14720	AT3G14720.1	KEH19471
AT4G25850	AT4G25850.2	AES92258
AT4G25850	AT4G25850.3	AES92258
AT4G25850	AT4G25850.1	AES92258
AT4G25850	AT4G25850.2	AES65298
AT4G25850	AT4G25850.3	AES65298
AT4G25850	AT4G25850.1	AES65298
AT4G25850	AT4G25850.2	AES92259
AT4G25850	AT4G25850.3	AES92259
AT4G25850	AT4G25850.1	AES92259
AT4G25850	AT4G25850.2	AES65297
AT4G25850	AT4G25850.3	AES65297
AT4G25850	AT4G25850.1	AES65297
AT5G15100	AT5G15100.1	KEH24973
AT5G15100	AT5G15100.1	AES77331
AT5G65700	AT5G65700.2	AES94465
AT5G65700	AT5G65700.1	AES94465
AT5G65700	AT5G65700.2	AES90784
AT5G65700	AT5G65700.1	AES90784
AT3G43630	AT3G43630.1	AES63379
AT3G43630	AT3G43630.1	KEH16670
AT3G43630	AT3G43630.1	KEH16669
AT5G38550	AT5G38550.1	
AT5G38550	AT5G38550.2	
AT4G36980	AT4G36980.1	AES94704
AT4G36980	AT4G36980.4	AES94704
AT4G36980	AT4G36980.2	AES94704
AT4G36980	AT4G36980.3	AES94704
AT2G02498	AT2G02498.1	
AT4G24340	AT4G24340.1	
AT2G33340	AT2G33340.3	AES60379
AT2G33340	AT2G33340.1	AES60379
AT2G33340	AT2G33340.2	AES60379
AT5G51600	AT5G51600.1	KEH42819
AT5G51600	AT5G51600.1	AES75903
AT5G65870	AT5G65870.1	
AT1G76810	AT1G76810.1	AES81817
AT1G76810	AT1G76810.1	KEH28760
AT5G19800	AT5G19800.1	
AT1G18560	AT1G18560.1	
AT1G15050	AT1G15050.1	KEH44184
AT1G15050	AT1G15050.2	KEH44184
AT4G00870	AT4G00870.1	KEH18599
AT4G00870	AT4G00870.1	KEH18600
AT1G23180	AT1G23180.2	
AT1G23180	AT1G23180.1	
AT5G45275	AT5G45275.1	AES95511
AT5G45275	AT5G45275.1	AET03464
AT5G67460	AT5G67460.2	
AT5G67460	AT5G67460.1	
AT3G12090	AT3G12090.1	KEH25656
AT3G12090	AT3G12090.1	AES62196
AT5G37170	AT5G37170.1	
AT5G37170	AT5G37170.2	
AT5G37170	AT5G37170.3	
AT3G23990	AT3G23990.1	AES61893
AT3G23990	AT3G23990.1	AES61894
AT4G37030	AT4G37030.1	
AT1G53910	AT1G53910.2	AES70791
AT1G53910	AT1G53910.3	AES70791
AT1G53910	AT1G53910.1	AES70791
AT5G27070	AT5G27070.1	
AT3G29375	AT3G29375.1	
AT3G29375	AT3G29375.2	
AT3G29375	AT3G29375.3	
AT1G12520	AT1G12520.2	AES90972
AT1G12520	AT1G12520.3	AES90972
AT1G12520	AT1G12520.1	AES90972
AT1G68830	AT1G68830.1	AES97381
AT5G06500	AT5G06500.1	
AT1G03030	AT1G03030.2	KEH23854
AT1G03030	AT1G03030.1	KEH23854
AT1G03030	AT1G03030.2	AES89493
AT1G03030	AT1G03030.1	AES89493
AT1G04690	AT1G04690.1	KEH41251
AT1G13710	AT1G13710.1	AES97093
AT4G18600	AT4G18600.1	AET04241
AT4G18600	AT4G18600.4	AET04241
AT4G18600	AT4G18600.5	AET04241
AT4G18600	AT4G18600.3	AET04241
AT4G18600	AT4G18600.2	AET04241
AT3G11840	AT3G11840.1	KEH41885
AT3G22104	AT3G22104.3	KEH29575
AT3G22104	AT3G22104.2	KEH29575
AT3G22104	AT3G22104.4	KEH29575
AT3G22104	AT3G22104.1	KEH29575
AT4G13992	AT4G13992.1	
AT1G74910	AT1G74910.1	KEH35087
AT1G74910	AT1G74910.3	KEH35087
AT1G74910	AT1G74910.2	KEH35087
AT1G61230	AT1G61230.1	
AT3G51970	AT3G51970.1	KEH17665
AT3G61390	AT3G61390.1	
AT3G61390	AT3G61390.2	
AT3G61390	AT3G61390.4	
AT3G61390	AT3G61390.3	
AT3G61390	AT3G61390.5	
AT1G62530	AT1G62530.2	
AT1G62530	AT1G62530.1	
AT3G05100	AT3G05100.1	KEH29106
AT3G58560	AT3G58560.1	KEH41765
AT3G58560	AT3G58560.1	KEH41754
AT3G58560	AT3G58560.1	KEH41752
AT3G58560	AT3G58560.1	KEH24323
AT5G39800	AT5G39800.1	
AT5G26270	AT5G26270.1	
AT5G26270	AT5G26270.2	
AT5G11070	AT5G11070.1	
AT5G03320	AT5G03320.1	
AT5G03320	AT5G03320.2	
AT1G63500	AT1G63500.1	
AT2G33790	AT2G33790.1	AES67611
AT2G33790	AT2G33790.1	KEH29658
AT2G33790	AT2G33790.1	AET04616
AT2G33790	AT2G33790.1	KEH31054
AT2G33790	AT2G33790.1	AES86938
AT2G33790	AT2G33790.1	KEH29657
AT2G33790	AT2G33790.1	KEH31055
AT5G09770	AT5G09770.1	AET05307
AT5G09770	AT5G09770.1	AES72833
AT4G16807	AT4G16807.1	AES94312
AT4G16807	AT4G16807.1	AES94318
AT4G09420	AT4G09420.1	
AT2G16600	AT2G16600.1	AES74281
AT2G16600	AT2G16600.2	AES74281
AT2G16600	AT2G16600.1	AES89469
AT2G16600	AT2G16600.2	AES89469
AT3G23620	AT3G23620.1	KEH42099
AT2G31850	AT2G31850.1	
AT5G52870	AT5G52870.2	AES62429
AT5G52870	AT5G52870.1	AES62429
AT2G30930	AT2G30930.1	
AT4G40050	AT4G40050.1	KEH20788
AT4G40050	AT4G40050.2	KEH20788
AT1G49270	AT1G49270.1	AES74157
AT4G39190	AT4G39190.1	
AT5G48180	AT5G48180.1	
AT5G41090	AT5G41090.1	
AT4G19610	AT4G19610.1	KEH23736
AT4G19610	AT4G19610.1	KEH23868
AT4G19610	AT4G19610.1	AES64098
AT5G24990	AT5G24990.1	AES73523
AT4G27450	AT4G27450.1	KEH38767
AT1G60340	AT1G60340.1	
AT1G52120	AT1G52120.2	
AT1G52120	AT1G52120.1	
AT3G63320	AT3G63320.2	AES60830
AT3G63320	AT3G63320.1	AES60830
AT4G18710	AT4G18710.2	KEH36622
AT4G18710	AT4G18710.1	KEH36622
AT3G42155	AT3G42155.1	
AT5G47070	AT5G47070.1	KEH31591
AT5G47070	AT5G47070.1	AES94364
AT1G64670	AT1G64670.2	KEH42909
AT1G64670	AT1G64670.3	KEH42909
AT1G64670	AT1G64670.1	KEH42909
AT5G40290	AT5G40290.1	KEH24851
AT1G51660	AT1G51660.1	AES86332
AT5G03150	AT5G03150.1	AES67460
AT5G03150	AT5G03150.1	AES88616
AT1G08065	AT1G08065.1	KEH16355
AT1G08065	AT1G08065.1	KEH16352
AT3G06210	AT3G06210.2	KEH32222
AT3G06210	AT3G06210.1	KEH32222
AT3G06210	AT3G06210.2	AES64347
AT3G06210	AT3G06210.1	AES64347
AT5G56140	AT5G56140.1	AES68566
AT5G60560	AT5G60560.1	
AT5G60560	AT5G60560.2	
AT5G40080	AT5G40080.1	
AT4G33140	AT4G33140.1	AES92123
AT4G33140	AT4G33140.1	AES65639
AT2G45670	AT2G45670.2	KEH19006
AT2G45670	AT2G45670.1	KEH19006
AT3G48490	AT3G48490.1	
AT5G58260	AT5G58260.1	AES70829
AT5G58260	AT5G58260.2	AES70829
AT5G54500	AT5G54500.2	AES66794
AT5G54500	AT5G54500.1	AES66794
AT1G57620	AT1G57620.1	AET04460
AT1G57620	AT1G57620.1	AET04457
AT1G57620	AT1G57620.1	AES63298
AT5G15650	AT5G15650.1	KEH21751
AT5G15650	AT5G15650.1	KEH25141
AT2G19160	AT2G19160.1	
AT2G19160	AT2G19160.2	
AT2G19270	AT2G19270.1	AES92244
AT4G35783	AT4G35783.1	AES95224
AT3G60730	AT3G60730.1	KEH29120
AT1G62390	AT1G62390.1	AES92686
AT5G24140	AT5G24140.1	
AT2G32885	AT2G32885.1	
AT4G14330	AT4G14330.1	AES61082
AT4G15140	AT4G15140.1	AES71723
AT1G61310	AT1G61310.1	
AT5G27060	AT5G27060.2	AES99952
